"scale","ethical_principle","diff"
"scale = 3","reward
 labor",-0.04244137291
"scale = 3","reward
 land",0.89854482555
"scale = 3","reward
 resource",0.0019967096
"scale = 3","reward labor
 and land",0.005878527
"scale = 3","reward labor
 and resource",-0.450041100286
"scale = 3","reward land
 and resource",-0.046544352
"scale = 3","reward
 all three",0.02328116939
"scale = 3","selfishness",0.966107904664
"scale = 3","generosity",0.0137884484
"scale = 3","tradition
 compliance",0.01438130503
"scale = 3","reward
 labor",-0.19018220191
"scale = 3","reward
 land",-0.03518309642
"scale = 3","reward
 resource",-0.653854337747
"scale = 3","reward labor
 and land",-0.0471848582
"scale = 3","reward labor
 and resource",-0.01357956317
"scale = 3","reward land
 and resource",-0.04338040804
"scale = 3","reward
 all three",-0.0109131915
"scale = 3","selfishness",0.0059782373
"scale = 3","generosity",-0.0053368576
"scale = 3","tradition
 compliance",0.36615292126
"scale = 3","reward
 labor",-0.88909157619
"scale = 3","reward
 land",0.0002908183
"scale = 3","reward
 resource",-0.05460962582
"scale = 3","reward labor
 and land",-0.0403839554
"scale = 3","reward labor
 and resource",0.0212940153
"scale = 3","reward land
 and resource",0.5935825910329
"scale = 3","reward
 all three",0.00212342655
"scale = 3","selfishness",0.485282489932
"scale = 3","generosity",-0.2452644368
"scale = 3","tradition
 compliance",-0.322589584765
"scale = 3","reward
 labor",0.0019830409
"scale = 3","reward
 land",-0.017723852731
"scale = 3","reward
 resource",0.0448689142
"scale = 3","reward labor
 and land",0.01149729392
"scale = 3","reward labor
 and resource",0.444891033446
"scale = 3","reward land
 and resource",-0.0454293607
"scale = 3","reward
 all three",-0.35751554266
"scale = 3","selfishness",-0.63725505026
"scale = 3","generosity",0.02760116753
"scale = 3","tradition
 compliance",0.31175229479
"scale = 3","reward
 labor",0.000474117
"scale = 3","reward
 land",0.4775445546
"scale = 3","reward
 resource",-0.07003223179
"scale = 3","reward labor
 and land",-0.0549732917
"scale = 3","reward labor
 and resource",-0.21778995546
"scale = 3","reward land
 and resource",0.05097995909
"scale = 3","reward
 all three",0.11169843182
"scale = 3","selfishness",-0.1091530393
"scale = 3","generosity",0.0426238938
"scale = 3","tradition
 compliance",0.0254619287
"scale = 3","reward
 labor",-0.4129724051
"scale = 3","reward
 land",0.083826292
"scale = 3","reward
 resource",0.0088210196
"scale = 3","reward labor
 and land",0.2145310832
"scale = 3","reward labor
 and resource",-0.37483210484
"scale = 3","reward land
 and resource",0.54559700233
"scale = 3","reward
 all three",-0.023903673
"scale = 3","selfishness",-0.0352052502
"scale = 3","generosity",-0.60431995268
"scale = 3","tradition
 compliance",-0.037089912
"scale = 3","reward
 labor",-0.162614920903
"scale = 3","reward
 land",-0.03943388603
"scale = 3","reward
 resource",0.0050765374
"scale = 3","reward labor
 and land",0.64387322618
"scale = 3","reward labor
 and resource",-0.1033467422
"scale = 3","reward land
 and resource",0.10301664665
"scale = 3","reward
 all three",0.230044259
"scale = 3","selfishness",-0.003802334994
"scale = 3","generosity",-0.6911622119969
"scale = 3","tradition
 compliance",-0.093734546824
"scale = 3","reward
 labor",-0.013782530522
"scale = 3","reward
 land",-0.001196892375
"scale = 3","reward
 resource",-0.010999562899
"scale = 3","reward labor
 and land",0.00395175505
"scale = 3","reward labor
 and resource",-0.1850208758796
"scale = 3","reward land
 and resource",0.107730355739
"scale = 3","reward
 all three",0.8880168422924
"scale = 3","selfishness",0.05349899612
"scale = 3","generosity",0.60745621129477
"scale = 3","tradition
 compliance",0.0195750740584
"scale = 3","reward
 labor",0.074362784458
"scale = 3","reward
 land",0.00630239065
"scale = 3","reward
 resource",0.02472132855
"scale = 3","reward labor
 and land",-0.01069517502
"scale = 3","reward labor
 and resource",0.2125424210177
"scale = 3","reward land
 and resource",-0.0420356604429
"scale = 3","reward
 all three",-0.9457283796234
"scale = 3","selfishness",-0.0044430206712
"scale = 3","generosity",-0.6960820165993
"scale = 3","tradition
 compliance",-0.1555427879782
"scale = 3","reward
 labor",-0.000378060264
"scale = 3","reward
 land",-0.000115529131
"scale = 3","reward
 resource",-0.0297649403789
"scale = 3","reward labor
 and land",0.000118122108
"scale = 3","reward labor
 and resource",-0.11354112783801
"scale = 3","reward land
 and resource",0.012340026621
"scale = 3","reward
 all three",0.98740934573019
"scale = 3","selfishness",0.479248125787
"scale = 3","generosity",0.07730978003
"scale = 3","tradition
 compliance",0.0417857644492
"scale = 3","reward
 labor",-0.0003878339
"scale = 3","reward
 land",0.367884454154
"scale = 3","reward
 resource",0.01084700867
"scale = 3","reward labor
 and land",0.002380749
"scale = 3","reward labor
 and resource",0.013812807782
"scale = 3","reward land
 and resource",-0.00222007537
"scale = 3","reward
 all three",-0.990660776231
"scale = 3","selfishness",-0.0953860550499
"scale = 3","generosity",-0.0251085785
"scale = 3","tradition
 compliance",0.0455122834
"scale = 3","reward
 labor",-0.01132567904
"scale = 3","reward
 land",-0.0060321944
"scale = 3","reward
 resource",-0.85574793593
"scale = 3","reward labor
 and land",0.410394503681
"scale = 3","reward labor
 and resource",0.0040009459
"scale = 3","reward land
 and resource",0.53221966701
"scale = 3","reward
 all three",0.00147304698
"scale = 3","selfishness",-0.020880837
"scale = 3","generosity",0.0428311182
"scale = 3","tradition
 compliance",-0.1495986719
"scale = 3","reward
 labor",-0.08971862702
"scale = 3","reward
 land",-0.32822070688
"scale = 3","reward
 resource",0.0302973759
"scale = 3","reward labor
 and land",-0.05285334557
"scale = 3","reward labor
 and resource",0.7901573675
"scale = 3","reward land
 and resource",-0.3199312697
"scale = 3","reward
 all three",0.09791760378
"scale = 3","selfishness",-0.0140338602
"scale = 3","generosity",-0.0066498982
"scale = 3","tradition
 compliance",0.0053095541
"scale = 3","reward
 labor",-0.007978057594
"scale = 3","reward
 land",-0.62548100246
"scale = 3","reward
 resource",0.028978365
"scale = 3","reward labor
 and land",-0.0019867312
"scale = 3","reward labor
 and resource",0.92530447849
"scale = 3","reward land
 and resource",-0.32566456614
"scale = 3","reward
 all three",0.022201716039
"scale = 3","selfishness",-0.00099612795
"scale = 3","generosity",0.01133577018
"scale = 3","tradition
 compliance",-0.00956487412
"scale = 3","reward
 labor",0.60144614888
"scale = 3","reward
 land",0.253701254412
"scale = 3","reward
 resource",0.01166678083
"scale = 3","reward labor
 and land",0.05728609262
"scale = 3","reward labor
 and resource",1.551324e-05
"scale = 3","reward land
 and resource",0.0581883551227
"scale = 3","reward
 all three",-0.9830789081
"scale = 3","selfishness",0.31035924299
"scale = 3","generosity",0.671382828993
"scale = 3","tradition
 compliance",-0.188278475685
"scale = 3","reward
 labor",-0.00487951474
"scale = 3","reward
 land",-0.72754938726
"scale = 3","reward
 resource",-0.06002253259
"scale = 3","reward labor
 and land",-0.00608409123
"scale = 3","reward labor
 and resource",-0.00985807464
"scale = 3","reward land
 and resource",0.01210090065
"scale = 3","reward
 all three",0.002829107436
"scale = 3","selfishness",-0.048375974137
"scale = 3","generosity",-0.48530941974
"scale = 3","tradition
 compliance",0.43085782236
"scale = 3","reward
 labor",0.0429229949
"scale = 3","reward
 land",0.1842577837411
"scale = 3","reward
 resource",0.01351011736
"scale = 3","reward labor
 and land",0.2919221543
"scale = 3","reward labor
 and resource",0.0062923885
"scale = 3","reward land
 and resource",-0.0147465687
"scale = 3","reward
 all three",-0.421331298
"scale = 3","selfishness",-0.0048612962
"scale = 3","generosity",0.15589164175
"scale = 3","tradition
 compliance",0.30327326595
"scale = 3","reward
 labor",-0.290964932
"scale = 3","reward
 land",0.03504329238
"scale = 3","reward
 resource",-0.0240086768
"scale = 3","reward labor
 and land",-0.62548623759
"scale = 3","reward labor
 and resource",-0.00973515892
"scale = 3","reward land
 and resource",0.0045390907
"scale = 3","reward
 all three",0.45630901
"scale = 3","selfishness",0.0001694469
"scale = 3","generosity",0.053522071091
"scale = 3","tradition
 compliance",-0.030549202908
"scale = 3","reward
 labor",-0.9167584426252
"scale = 3","reward
 land",0.00036985516
"scale = 3","reward
 resource",0.00360202
"scale = 3","reward labor
 and land",-0.0058001223
"scale = 3","reward labor
 and resource",-0.0407891843578
"scale = 3","reward land
 and resource",-0.00018481911
"scale = 3","reward
 all three",0.936418375159
"scale = 3","selfishness",-0.002671246
"scale = 3","generosity",0.0066458954
"scale = 3","tradition
 compliance",0.19601966779
"scale = 3","reward
 labor",0.21399677353
"scale = 3","reward
 land",0.0154277844
"scale = 3","reward
 resource",-0.741469051675
"scale = 3","reward labor
 and land",-0.033269293
"scale = 3","reward labor
 and resource",0.5357130295
"scale = 3","reward land
 and resource",0.000830180999999999
"scale = 3","reward
 all three",-0.19122375155
"scale = 3","selfishness",-0.0658448037
"scale = 3","generosity",-0.08581086455
"scale = 3","tradition
 compliance",-0.10521455549
"scale = 3","reward
 labor",-0.45540297266
"scale = 3","reward
 land",-0.22605054016
"scale = 3","reward
 resource",0.0735243692
"scale = 3","reward labor
 and land",-0.03651770221
"scale = 3","reward labor
 and resource",-0.0033838171
"scale = 3","reward land
 and resource",0.0249279187
"scale = 3","reward
 all three",0.87977298135
"scale = 3","selfishness",0.0197169321
"scale = 3","generosity",0.55901670441
"scale = 3","tradition
 compliance",0.06994025125
"scale = 3","reward
 labor",0.23581417375
"scale = 3","reward
 land",0.0132805794
"scale = 3","reward
 resource",-0.229350982733
"scale = 3","reward labor
 and land",0.0832143891
"scale = 3","reward labor
 and resource",-0.0218911669
"scale = 3","reward land
 and resource",-0.16558694496
"scale = 3","reward
 all three",-0.564153928486
"scale = 3","selfishness",0.0821226774
"scale = 3","generosity",-0.5789254114
"scale = 3","tradition
 compliance",-0.10683497088
"scale = 3","reward
 labor",0.138962303
"scale = 3","reward
 land",-0.1789865564
"scale = 3","reward
 resource",0.604085025
"scale = 3","reward labor
 and land",-0.008537841
"scale = 3","reward labor
 and resource",-0.000788555999999999
"scale = 3","reward land
 and resource",0.026744759
"scale = 3","reward
 all three",0.02215858
"scale = 3","selfishness",0.490187594
"scale = 3","generosity",0.0329745748
"scale = 3","tradition
 compliance",-0.34276727
"scale = 3","reward
 labor",-0.097187801
"scale = 3","reward
 land",-0.0290960541
"scale = 3","reward
 resource",0.1481680296
"scale = 3","reward labor
 and land",-0.17550721109
"scale = 3","reward labor
 and resource",-0.15230830949
"scale = 3","reward land
 and resource",-0.1169176874
"scale = 3","reward
 all three",0.242454146
"scale = 3","selfishness",0.036106166567
"scale = 3","generosity",-0.912775751489
"scale = 3","tradition
 compliance",0.02145250991
"scale = 3","reward
 labor",0.938774801861
"scale = 3","reward
 land",-0.012689410734
"scale = 3","reward
 resource",-0.0448476418
"scale = 3","reward labor
 and land",-0.006091604778
"scale = 3","reward labor
 and resource",-0.0045216719
"scale = 3","reward land
 and resource",-0.00453999083
"scale = 3","reward
 all three",-0.010867403
"scale = 3","selfishness",0.05443672901
"scale = 3","generosity",-0.15564155433
"scale = 3","tradition
 compliance",-0.0011723189
"scale = 3","reward
 labor",0.92124553133
"scale = 3","reward
 land",-0.0228440591
"scale = 3","reward
 resource",-0.1347893313
"scale = 3","reward labor
 and land",-0.289993538588
"scale = 3","reward labor
 and resource",-0.1558189559
"scale = 3","reward land
 and resource",-0.0660047032
"scale = 3","reward
 all three",-0.14941779261
"scale = 3","selfishness",-0.570867887026
"scale = 3","generosity",0.0982866931
"scale = 3","tradition
 compliance",-0.21412017912
"scale = 3","reward
 labor",-0.04477052818
"scale = 3","reward
 land",-0.1639312765
"scale = 3","reward
 resource",0.01647556819
"scale = 3","reward labor
 and land",0.77937130521
"scale = 3","reward labor
 and resource",0.01066622878
"scale = 3","reward land
 and resource",0.01402873223
"scale = 3","reward
 all three",0.07486134037
"scale = 3","selfishness",0.0114600357
"scale = 3","generosity",-0.0007306708
"scale = 3","tradition
 compliance",-0.0048863792
"scale = 3","reward
 labor",0.0100871878
"scale = 3","reward
 land",-0.055220532608
"scale = 3","reward
 resource",-0.0466065701
"scale = 3","reward labor
 and land",-0.825293139422
"scale = 3","reward labor
 and resource",0.0040001764
"scale = 3","reward land
 and resource",0.948856992665
"scale = 3","reward
 all three",-0.0416671001
"scale = 3","selfishness",-0.29045808233
"scale = 3","generosity",-0.0036282117
"scale = 3","tradition
 compliance",-0.02142319488
"scale = 3","reward
 labor",-0.3815589933
"scale = 3","reward
 land",0.49654703639
"scale = 3","reward
 resource",0.03244684742
"scale = 3","reward labor
 and land",-0.24323611621
"scale = 3","reward labor
 and resource",-0.035440604
"scale = 3","reward land
 and resource",0.07899926761
"scale = 3","reward
 all three",0.36775206438
"scale = 3","selfishness",-0.0256783707
"scale = 3","generosity",0.19786947715
"scale = 3","tradition
 compliance",0.2690539427
"scale = 3","reward
 labor",-0.0002807629
"scale = 3","reward
 land",-0.081170817484
"scale = 3","reward
 resource",-0.53706982183
"scale = 3","reward labor
 and land",0.51132239916
"scale = 3","reward labor
 and resource",0.005954476
"scale = 3","reward land
 and resource",-0.0103100674
"scale = 3","reward
 all three",-0.3296904459
"scale = 3","selfishness",0.0152020093
"scale = 3","generosity",-0.14802609272
"scale = 3","tradition
 compliance",-0.01430919922
"scale = 3","reward
 labor",0.708339524
"scale = 3","reward
 land",0.2000242527
"scale = 3","reward
 resource",0.0389517776
"scale = 3","reward labor
 and land",-0.03407247651
"scale = 3","reward labor
 and resource",-0.72140127654
"scale = 3","reward land
 and resource",-0.0483244091
"scale = 3","reward
 all three",0.003615901
"scale = 3","selfishness",0.1212688593
"scale = 3","generosity",-0.6147776072
"scale = 3","tradition
 compliance",0.1940882999
"scale = 3","reward
 labor",-0.30609185333
"scale = 3","reward
 land",0.1424586151
"scale = 3","reward
 resource",-0.0502642967
"scale = 3","reward labor
 and land",0.2325406948
"scale = 3","reward labor
 and resource",0.0129074208
"scale = 3","reward land
 and resource",0.2503164795
"scale = 3","reward
 all three",0.0175533863
"scale = 3","selfishness",-0.01546172505
"scale = 3","generosity",0.11451403811
"scale = 3","tradition
 compliance",0.0191582141
"scale = 3","reward
 labor",0.0165919286
"scale = 3","reward
 land",-0.40302360198
"scale = 3","reward
 resource",0.823576176498
"scale = 3","reward labor
 and land",0.0129448039
"scale = 3","reward labor
 and resource",-0.0028219089
"scale = 3","reward land
 and resource",-0.478276732475
"scale = 3","reward
 all three",-0.0872011975
"scale = 3","selfishness",0.0232977265
"scale = 3","generosity",-0.178938610923
"scale = 3","tradition
 compliance",-0.01274618957
"scale = 3","reward
 labor",-0.01222332066
"scale = 3","reward
 land",0.067223517308
"scale = 3","reward
 resource",-0.775621140583
"scale = 3","reward labor
 and land",-0.0130171252
"scale = 3","reward labor
 and resource",-0.0002291653
"scale = 3","reward land
 and resource",0.897532787586
"scale = 3","reward
 all three",0.0047215124
"scale = 3","selfishness",0.06188008508
"scale = 3","generosity",-0.0077956687
"scale = 3","tradition
 compliance",-0.0948545577
"scale = 3","reward
 labor",0.00919948009
"scale = 3","reward
 land",0.37694696431
"scale = 3","reward
 resource",-0.8634064733992
"scale = 3","reward labor
 and land",0.0022992241
"scale = 3","reward labor
 and resource",-0.004830337713
"scale = 3","reward land
 and resource",0.525954311026
"scale = 3","reward
 all three",-0.0053930299
"scale = 3","selfishness",0.10726169117
"scale = 3","generosity",0.26593098642
"scale = 3","tradition
 compliance",-0.1082252852
"scale = 3","reward
 labor",-0.004164617
"scale = 3","reward
 land",0.27290631845
"scale = 3","reward
 resource",-0.852303838613
"scale = 3","reward labor
 and land",-0.003235913
"scale = 3","reward labor
 and resource",-0.00220117362
"scale = 3","reward land
 and resource",0.33078911218
"scale = 3","reward
 all three",-0.0067572829
"scale = 3","selfishness",-0.0061103917
"scale = 3","generosity",-0.3675720996
"scale = 3","tradition
 compliance",0.0025847984
"scale = 3","reward
 labor",0.83706175154
"scale = 3","reward
 land",0.018261356
"scale = 3","reward
 resource",-0.0287372377
"scale = 3","reward labor
 and land",-0.443614286
"scale = 3","reward labor
 and resource",-0.09688325047
"scale = 3","reward land
 and resource",-0.005041938
"scale = 3","reward
 all three",0.09005129882
"scale = 3","selfishness",-0.1236293508
"scale = 3","generosity",-0.0725993308
"scale = 3","tradition
 compliance",0.8073076814
"scale = 3","reward
 labor",0.09977946229
"scale = 3","reward
 land",-0.397341741
"scale = 3","reward
 resource",-0.0852580143
"scale = 3","reward labor
 and land",0.007327339
"scale = 3","reward labor
 and resource",-0.056193437
"scale = 3","reward land
 and resource",-0.102337582
"scale = 3","reward
 all three",-0.077055021
"scale = 3","selfishness",-0.75662967744
"scale = 3","generosity",-0.0145905868
"scale = 3","tradition
 compliance",0.2249125553
"scale = 3","reward
 labor",0.594715238616
"scale = 3","reward
 land",-0.052043594
"scale = 3","reward
 resource",-0.048935988
"scale = 3","reward labor
 and land",-0.0221392237
"scale = 3","reward labor
 and resource",0.0984553146
"scale = 3","reward land
 and resource",-0.034734417
"scale = 3","reward
 all three",0.010990384
"scale = 3","selfishness",0.5228088112
"scale = 3","generosity",0.0831230765
"scale = 3","tradition
 compliance",-0.013195367
"scale = 3","reward
 labor",-0.90400193259
"scale = 3","reward
 land",0.2813542646
"scale = 3","reward
 resource",0.0506520616
"scale = 3","reward labor
 and land",0.0232635196
"scale = 3","reward labor
 and resource",-0.0623133433
"scale = 3","reward land
 and resource",0.0144975144
"scale = 3","reward
 all three",0.0038113813
"scale = 3","selfishness",-0.469488385602
"scale = 3","generosity",-0.0217417261
"scale = 3","tradition
 compliance",0.01231236844
"scale = 3","reward
 labor",0.899350196787
"scale = 3","reward
 land",-0.4470517955
"scale = 3","reward
 resource",0.0055865472
"scale = 3","reward labor
 and land",0.0473386119
"scale = 3","reward labor
 and resource",-0.01969640216
"scale = 3","reward land
 and resource",-0.02586635295
"scale = 3","reward
 all three",0.0192569352
"scale = 3","selfishness",0.0216117095
"scale = 3","generosity",0.84726506365
"scale = 3","tradition
 compliance",-0.694765283279
"scale = 3","reward
 labor",-0.08042278629
"scale = 3","reward
 land",-0.05570912614
"scale = 3","reward
 resource",-0.012913744
"scale = 3","reward labor
 and land",0.07612130052
"scale = 3","reward labor
 and resource",-0.001169665
"scale = 3","reward land
 and resource",-0.023506393
"scale = 3","reward
 all three",-0.076511075
"scale = 3","selfishness",-0.12183602
"scale = 3","generosity",-0.004413844
"scale = 3","tradition
 compliance",0.09074888616
"scale = 3","reward
 labor",-0.00984716158
"scale = 3","reward
 land",-0.00445203525
"scale = 3","reward
 resource",-0.0027167157
"scale = 3","reward labor
 and land",0.859450832697
"scale = 3","reward labor
 and resource",-0.2074265979
"scale = 3","reward land
 and resource",0.03343765356
"scale = 3","reward
 all three",-0.632944993877
"scale = 3","selfishness",-0.09383908147
"scale = 3","generosity",-0.2824708545
"scale = 3","tradition
 compliance",-0.02809717759
"scale = 3","reward
 labor",0.05781489371
"scale = 3","reward
 land",0.4196885894
"scale = 3","reward
 resource",0.355822053016
"scale = 3","reward labor
 and land",-0.27742012324
"scale = 3","reward labor
 and resource",0.07182338584
"scale = 3","reward land
 and resource",-0.3101331026
"scale = 3","reward
 all three",0.0868114282
"scale = 3","selfishness",-0.03019228237
"scale = 3","generosity",-0.69773962111
"scale = 3","tradition
 compliance",-0.03274176104
"scale = 3","reward
 labor",0.214379274178
"scale = 3","reward
 land",0.4851238275
"scale = 3","reward
 resource",0.179753443925
"scale = 3","reward labor
 and land",-0.1506632195
"scale = 3","reward labor
 and resource",0.04986436942
"scale = 3","reward land
 and resource",-0.0843434882
"scale = 3","reward
 all three",0.0665594494
"scale = 3","selfishness",-0.096108889863
"scale = 3","generosity",0.02443847114
"scale = 3","tradition
 compliance",0.844334318479
"scale = 3","reward
 labor",-0.164015420269
"scale = 3","reward
 land",0.084374511722
"scale = 3","reward
 resource",0.00570309031
"scale = 3","reward labor
 and land",0.01029467176
"scale = 3","reward labor
 and resource",-0.043558562862
"scale = 3","reward land
 and resource",-0.693880735055
"scale = 3","reward
 all three",0.02841854873
"scale = 3","selfishness",0.901812331025
"scale = 3","generosity",-0.03023722624
"scale = 3","tradition
 compliance",-0.8727813223236
"scale = 3","reward
 labor",0.07240037159
"scale = 3","reward
 land",-0.05259999325
"scale = 3","reward
 resource",0.0016426399
"scale = 3","reward labor
 and land",-0.01264658497
"scale = 3","reward labor
 and resource",0.01199682301
"scale = 3","reward land
 and resource",0.00750709666
"scale = 3","reward
 all three",-0.02709413511
"scale = 3","selfishness",-0.086411202
"scale = 3","generosity",0.0962106333
"scale = 3","tradition
 compliance",0.2749167569
"scale = 3","reward
 labor",0.2161111931
"scale = 3","reward
 land",0.003599617
"scale = 3","reward
 resource",0.123993169
"scale = 3","reward labor
 and land",-0.140936874
"scale = 3","reward labor
 and resource",0.10763124
"scale = 3","reward land
 and resource",0.0271090596
"scale = 3","reward
 all three",-0.622223597
"scale = 3","selfishness",0.7433424818
"scale = 3","generosity",-0.073232176
"scale = 3","tradition
 compliance",0.0157839496
"scale = 3","reward
 labor",-0.016671873
"scale = 3","reward
 land",-0.28905040531
"scale = 3","reward
 resource",-0.53888061292
"scale = 3","reward labor
 and land",0.13705660812
"scale = 3","reward labor
 and resource",0.013169925
"scale = 3","reward land
 and resource",0.04970061141
"scale = 3","reward
 all three",-0.0412185125
"scale = 3","selfishness",0.047680824
"scale = 3","generosity",-0.0988807039
"scale = 3","tradition
 compliance",-1.21038000000006e-05
"scale = 3","reward
 labor",0.1129129938
"scale = 3","reward
 land",-0.06586266229
"scale = 3","reward
 resource",-0.7981672318
"scale = 3","reward labor
 and land",0.031171259
"scale = 3","reward labor
 and resource",0.12876095174
"scale = 3","reward land
 and resource",0.59277150854
"scale = 3","reward
 all three",0.04962515
"scale = 3","selfishness",-0.001038176
"scale = 3","generosity",0.01045456915
"scale = 3","tradition
 compliance",0.06616183806
"scale = 3","reward
 labor",0.25271069612
"scale = 3","reward
 land",0.2715032828809
"scale = 3","reward
 resource",-0.9827288046932
"scale = 3","reward labor
 and land",-0.00292606549
"scale = 3","reward labor
 and resource",-0.00779022158
"scale = 3","reward land
 and resource",0.392632485588
"scale = 3","reward
 all three",0.0010203902
"scale = 3","selfishness",0.00657090531
"scale = 3","generosity",-0.00592406077
"scale = 3","tradition
 compliance",-0.05841238959
"scale = 3","reward
 labor",-0.06415701496
"scale = 3","reward
 land",-0.36451149414
"scale = 3","reward
 resource",0.158091595455
"scale = 3","reward labor
 and land",0.644504699804
"scale = 3","reward labor
 and resource",0.111498134109
"scale = 3","reward land
 and resource",-0.503350519043
"scale = 3","reward
 all three",0.075690147
"scale = 3","selfishness",-0.0362586597
"scale = 3","generosity",0.0184776589
"scale = 3","tradition
 compliance",0.03386315245
"scale = 3","reward
 labor",0.05156996747
"scale = 3","reward
 land",0.03308071731
"scale = 3","reward
 resource",-0.355610080637
"scale = 3","reward labor
 and land",-0.332032008326
"scale = 3","reward labor
 and resource",-0.259603775899
"scale = 3","reward land
 and resource",0.856568327108
"scale = 3","reward
 all three",-0.01005528728
"scale = 3","selfishness",-0.080024581837
"scale = 3","generosity",-0.903444326246
"scale = 3","tradition
 compliance",0.02425232594
"scale = 3","reward
 labor",0.837750946894
"scale = 3","reward
 land",0.1328742071607
"scale = 3","reward
 resource",-0.002790725267
"scale = 3","reward labor
 and land",-0.00679769662
"scale = 3","reward labor
 and resource",0.0016664743
"scale = 3","reward land
 and resource",-0.00335801769
"scale = 3","reward
 all three",-0.00012860724
"scale = 3","selfishness",-0.01740824205
"scale = 3","generosity",-0.123256726001
"scale = 3","tradition
 compliance",0.568192221866
"scale = 3","reward
 labor",0.05575764397
"scale = 3","reward
 land",-0.33669951488
"scale = 3","reward
 resource",-0.505027813248
"scale = 3","reward labor
 and land",0.27033864862
"scale = 3","reward labor
 and resource",0.04575848436
"scale = 3","reward land
 and resource",-0.012833534967
"scale = 3","reward
 all three",0.0551788259
"scale = 3","selfishness",0.09961033
"scale = 3","generosity",-0.018190998
"scale = 3","tradition
 compliance",-0.0247863435
"scale = 3","reward
 labor",-0.022725893
"scale = 3","reward
 land",0.5266473676
"scale = 3","reward
 resource",-0.4232569923
"scale = 3","reward labor
 and land",0.297812164
"scale = 3","reward labor
 and resource",-0.0179670374
"scale = 3","reward land
 and resource",-0.19028585
"scale = 3","reward
 all three",-0.2268567508
"scale = 3","selfishness",0.549826509186
"scale = 3","generosity",0.0448548985
"scale = 3","tradition
 compliance",0.0623070865
"scale = 3","reward
 labor",0.004888624
"scale = 3","reward
 land",-0.023073859317
"scale = 3","reward
 resource",0.090517424896
"scale = 3","reward labor
 and land",0.0136190708
"scale = 3","reward labor
 and resource",-0.96268861276
"scale = 3","reward land
 and resource",0.053546174444
"scale = 3","reward
 all three",0.166202673422
"scale = 3","selfishness",-0.0220992074
"scale = 3","generosity",0.54395200125
"scale = 3","tradition
 compliance",-0.0177345328
"scale = 3","reward
 labor",0.006817163
"scale = 3","reward
 land",0.1399850912
"scale = 3","reward
 resource",0.24743833241
"scale = 3","reward labor
 and land",-0.30188606606
"scale = 3","reward labor
 and resource",0.012293469
"scale = 3","reward land
 and resource",-0.58715184379
"scale = 3","reward
 all three",-0.02161440835
"scale = 3","selfishness",0.9744583959756
"scale = 3","generosity",-0.00066510626
"scale = 3","tradition
 compliance",-0.017642497263
"scale = 3","reward
 labor",-0.17504824568879
"scale = 3","reward
 land",-0.79626890249471
"scale = 3","reward
 resource",0.00406708811
"scale = 3","reward labor
 and land",5.92526999999999e-05
"scale = 3","reward labor
 and resource",-0.0086155803872
"scale = 3","reward land
 and resource",0.002286014392
"scale = 3","reward
 all three",0.017369576132
"scale = 3","selfishness",0.0020069786
"scale = 3","generosity",-0.3777503474
"scale = 3","tradition
 compliance",-0.003626194
"scale = 3","reward
 labor",-0.1426734074
"scale = 3","reward
 land",0.7616643111
"scale = 3","reward
 resource",-0.167204058
"scale = 3","reward labor
 and land",-0.0308064922
"scale = 3","reward labor
 and resource",-0.014166599
"scale = 3","reward land
 and resource",-0.021509801
"scale = 3","reward
 all three",-0.005934391
"scale = 3","selfishness",-0.1300965332
"scale = 3","generosity",-0.0048432983
"scale = 3","tradition
 compliance",-0.795787916821
"scale = 3","reward
 labor",0.938666593846
"scale = 3","reward
 land",-0.01071288415
"scale = 3","reward
 resource",-0.00291609877
"scale = 3","reward labor
 and land",-0.0205430498
"scale = 3","reward labor
 and resource",-0.01512166906
"scale = 3","reward land
 and resource",0.0393483385
"scale = 3","reward
 all three",0.0020065183
"scale = 3","selfishness",-0.0679231554
"scale = 3","generosity",0.09413730925
"scale = 3","tradition
 compliance",-0.88193029359
"scale = 3","reward
 labor",0.28810880086
"scale = 3","reward
 land",0.0083826488
"scale = 3","reward
 resource",-0.0160836955
"scale = 3","reward labor
 and land",0.158249774
"scale = 3","reward labor
 and resource",-0.0253162107
"scale = 3","reward land
 and resource",0.04510073888
"scale = 3","reward
 all three",0.39727408947
"scale = 3","selfishness",0.009893677
"scale = 3","generosity",0.060280684
"scale = 3","tradition
 compliance",-0.801917691
"scale = 3","reward
 labor",0.00226745847
"scale = 3","reward
 land",-0.1572888495
"scale = 3","reward
 resource",0.3835973318
"scale = 3","reward labor
 and land",-0.01905007692
"scale = 3","reward labor
 and resource",0.03608971569
"scale = 3","reward land
 and resource",0.1655527232
"scale = 3","reward
 all three",0.320575017255
"scale = 3","selfishness",-0.052813091
"scale = 3","generosity",0.0458882882
"scale = 3","tradition
 compliance",-0.3283184138
"scale = 3","reward
 labor",0.00347388255
"scale = 3","reward
 land",-0.56488228688
"scale = 3","reward
 resource",0.1021094375
"scale = 3","reward labor
 and land",-0.03169930356
"scale = 3","reward labor
 and resource",0.0331340356
"scale = 3","reward land
 and resource",0.10337013575
"scale = 3","reward
 all three",0.689737320776
"scale = 3","selfishness",-0.00660099518
"scale = 3","generosity",0.5273027812752
"scale = 3","tradition
 compliance",0.46144171809
"scale = 3","reward
 labor",0.0028639155
"scale = 3","reward
 land",-0.1361314404697
